"filename", "language", "JSON", "Dart", "C++", "YAML", "Markdown", "XML", "HTML", "Swift", "JavaScript", "Groovy", "Properties", "comment", "blank", "total"
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\discover\widgets\story_components\story_page_view.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 9, 81
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\discover\widgets\story_container.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 107, 12, 119
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\event\event_detail.dart", "Dart", 0, 443, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 30, 480
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\event\events_page.dart", "Dart", 0, 304, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 18, 335
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\event\filtered_events_page.dart", "Dart", 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 64
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\event\widgets\parallax_events.dart", "Dart", 0, 277, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 41, 338
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\event\widgets\parallax_example.dart", "Dart", 0, 281, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 41, 342
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\general\general_page.dart", "Dart", 0, 148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 3, 158
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\general\subpages\contributed_post_list_page.dart", "Dart", 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 65
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\general\subpages\contributions_page.dart", "Dart", 0, 132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 15, 159
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\general\subpages\spinner_page.dart", "Dart", 0, 181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 191
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\general\widgets\announcement_part.dart", "Dart", 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 39
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\general\widgets\contributions_part.dart", "Dart", 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 33
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\general\widgets\event_part.dart", "Dart", 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 44
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\general\widgets\podcast_part.dart", "Dart", 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 56
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\general\widgets\post_card.dart", "Dart", 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 7, 94
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\general\widgets\post_part.dart", "Dart", 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 31
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\general\widgets\spinner_part.dart", "Dart", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 31
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\group\screens\group_detail_page.dart", "Dart", 0, 212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 26, 259
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\group\screens\groups_page.dart", "Dart", 0, 172, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 17, 206
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\group\subpages\group_add_member_page.dart", "Dart", 0, 195, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 13, 220
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\group\subpages\group_event_management_page.dart", "Dart", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\group\subpages\group_invitations_page.dart", "Dart", 0, 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 10, 119
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\group\subpages\group_management_page.dart", "Dart", 0, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 103
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\group\subpages\group_member_management_page.dart", "Dart", 0, 135, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 146
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\group\subpages\group_post_management_page.dart", "Dart", 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 94
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\group\widgets\filtered_group_view.dart", "Dart", 0, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 7, 155
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\group\widgets\group_events_tab_view.dart", "Dart", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 32
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\group\widgets\group_info_tab_view.dart", "Dart", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 27
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\group\widgets\group_members_tab_view.dart", "Dart", 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 61
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\group\widgets\group_photos_tab_view.dart", "Dart", 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 46
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\group\widgets\group_posts_tab_view.dart", "Dart", 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 51
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\home_page.dart", "Dart", 0, 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 11, 125
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\interest\insterests_page.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 238, 25, 263
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\interest\interests_util.dart", "Dart", 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 64
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\interest\temporary_interests_page.dart", "Dart", 0, 118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 128
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\interest\temporary_registration_interests_page.dart", "Dart", 0, 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 122
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\interest\yedek.dart", "Dart", 0, 231, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 254
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\landing_page.dart", "Dart", 0, 195, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 14, 216
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\onboarding\onboarding_page.dart", "Dart", 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 101
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\profile\screens\drawer_pages\calendar_page.dart", "Dart", 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 37
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\profile\screens\drawer_pages\dod_card_page.dart", "Dart", 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 84
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\profile\screens\drawer_pages\favorites_page.dart", "Dart", 0, 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12, 140
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\profile\screens\drawer_pages\subpages\notifications_settings_page.dart", "Dart", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\profile\screens\drawer_pages\subpages\personal_profile_settings_page.dart", "Dart", 0, 493, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 513
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\profile\screens\drawer_pages\subpages\privacy_settings_page.dart", "Dart", 0, 137, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 8, 154
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\profile\screens\drawer_pages\subpages\profile_settings_page.dart", "Dart", 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 68
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\profile\screens\drawer_pages\subpages\security_settings_page.dart", "Dart", 0, 402, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 21, 428
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\profile\screens\drawer_pages\subpages\social_accounts_settings_page.dart", "Dart", 0, 379, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 392
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\profile\screens\drawer_pages\user_contributions_page.dart", "Dart", 0, 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 113
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\profile\screens\drawer_pages\user_options_page.dart", "Dart", 0, 119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 122
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\profile\screens\notifications\user_invitations_page.dart", "Dart", 0, 165, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16, 185
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\profile\screens\notifications\user_notifications_page.dart", "Dart", 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 88
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\profile\screens\others_profile_page.dart", "Dart", 0, 137, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 152
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\profile\screens\profile_page.dart", "Dart", 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 87
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\profile\widgets\drawer.dart", "Dart", 0, 153, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 7, 170
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\profile\widgets\others_profile\others_profile_body.dart", "Dart", 0, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 91
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\profile\widgets\others_profile\others_profile_event_part.dart", "Dart", 0, 145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 158
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\profile\widgets\others_profile\others_profile_group_part.dart", "Dart", 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 79
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\profile\widgets\others_profile\others_profile_header.dart", "Dart", 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 85
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\profile\widgets\others_profile\others_profile_info_part.dart", "Dart", 0, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 3, 112
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\profile\widgets\others_profile\others_profile_posts_part.dart", "Dart", 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 77
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\profile\widgets\post_card_for_grids.dart", "Dart", 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 47
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\profile\widgets\user_profile\user_collections_part.dart", "Dart", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\profile\widgets\user_profile\user_profile_body.dart", "Dart", 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 91
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\profile\widgets\user_profile\user_profile_events_tab.dart", "Dart", 0, 140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 11, 159
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\profile\widgets\user_profile\user_profile_groups_tab.dart", "Dart", 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 71
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\profile\widgets\user_profile\user_profile_header.dart", "Dart", 0, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 99
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\profile\widgets\user_profile\user_profile_info_tab.dart", "Dart", 0, 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 4, 112
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\profile\widgets\user_profile\user_profile_posts_tab.dart", "Dart", 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 75
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\ui\search\search_page.dart", "Dart", 0, 337, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15, 356
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\utilities\ad_helper.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 5, 37
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\utilities\dialogs.dart", "Dart", 0, 224, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 234
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\utilities\error_handlers\auth_exception_handler.dart", "Dart", 0, 145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 154
"d:\Yazilim\Flutter\Dodact\dodact_v1\lib\utilities\profanity_checker.dart", "Dart", 0, 715, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 719
"d:\Yazilim\Flutter\Dodact\dodact_v1\package-lock.json", "JSON", 600, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 601
"d:\Yazilim\Flutter\Dodact\dodact_v1\pubspec.yaml", "YAML", 0, 0, 0, 133, 0, 0, 0, 0, 0, 0, 0, 2, 28, 163
"d:\Yazilim\Flutter\Dodact\dodact_v1\test\widget_test.dart", "Dart", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 7, 31
"d:\Yazilim\Flutter\Dodact\dodact_v1\web\index.html", "HTML", 0, 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 14, 6, 99
"d:\Yazilim\Flutter\Dodact\dodact_v1\web\manifest.json", "JSON", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 24
"d:\Yazilim\Flutter\Dodact\dodact_v1\yedekler\feed_yedek.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 60
"d:\Yazilim\Flutter\Dodact\dodact_v1\yedekler\profile_backup.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 215, 0, 215
"Total", "-", 2734, 18736, 1, 136, 13, 154, 212, 12, 128, 99, 8, 1645, 2017, 25895
